C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_39_054.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_39_054.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_39_054.jpg, 0, 0, 0, 7.811979E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_39_198.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_39_198.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_39_198.jpg, 0, 0, 0, 7.842169E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_39_297.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_39_297.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_39_297.jpg, 0, 0, 0, 7.842469E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_39_398.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_39_398.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_39_398.jpg, 0, 0, 0, 7.853121E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_39_502.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_39_502.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_39_502.jpg, 0, 0, 0, 7.9073E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_39_610.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_39_610.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_39_610.jpg, 0, 0, 0, 7.787371E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_39_714.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_39_714.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_39_714.jpg, 0, 0, 0, 7.787524E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_39_816.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_39_816.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_39_816.jpg, 0, 0, 0, 7.79841E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_39_923.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_39_923.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_39_923.jpg, 0, 0, 0, 7.77953E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_40_027.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_40_027.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_40_027.jpg, 0, 0, 0, 7.883067E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_40_131.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_40_131.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_40_131.jpg, 0, 0, 0, 7.807315E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_40_239.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_40_239.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_40_239.jpg, 0, 0, 0, 8.004399E-05
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_40_339.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_40_339.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_40_339.jpg, 0, 0.07208849, 0, 0.04416465
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_40_704.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_40_704.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_40_704.jpg, 0, 1, 0, 3.327626
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_40_799.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_40_799.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_40_799.jpg, 0, 1, 0, 4.494253
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_40_905.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_40_905.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_40_905.jpg, 0, 1, 0, 5.885958
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_007.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_007.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_007.jpg, 0, 1, 0, 7.033432
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_107.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_107.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_107.jpg, 0, 1, 0, 8.169775
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_211.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_211.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_211.jpg, 0, 1, 0, 9.295068
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_311.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_311.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_311.jpg, 0, 1, 0, 10.40933
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_414.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_414.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_414.jpg, -0.2846181, 1, 0, 11.58401
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_521.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_521.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_521.jpg, -0.5755122, 1, 0, 12.27996
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_624.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_624.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_624.jpg, -0.3244578, 1, 0, 13.62667
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_730.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_730.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_730.jpg, -0.004217669, 1, 0, 14.86287
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_831.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_831.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_831.jpg, 0, 1, 0, 15.86031
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_41_973.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_41_973.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_41_973.jpg, 0, 1, 0, 17.35109
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_42_075.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_42_075.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_42_075.jpg, 0, 1, 0, 18.37597
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_42_176.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_42_176.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_42_176.jpg, 0, 1, 0, 19.40326
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_42_287.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_42_287.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_42_287.jpg, -0.1361313, 1, 0, 20.61233
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_42_387.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_42_387.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_42_387.jpg, -0.3887679, 1, 0, 21.52572
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_42_492.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_42_492.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_42_492.jpg, -0.09448919, 1, 0, 22.51004
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_42_593.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_42_593.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_42_593.jpg, 0, 1, 0, 23.48048
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_42_700.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_42_700.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_42_700.jpg, 0, 1, 0, 24.44853
C:\Users\AlDorado Pc2\Desktop\Data\IMG\center_2019_09_27_23_49_42_801.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\left_2019_09_27_23_49_42_801.jpg, C:\Users\AlDorado Pc2\Desktop\Data\IMG\right_2019_09_27_23_49_42_801.jpg, -0.0227799, 1, 0, 25.40742
